date,holiday,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018-01-01,1,162.28,196.74,194.29,183.86,184.16,134.06,75.78,132.5,147.09,154.31,184.31,191.16,123.27,98.33,68.11,98.93,201.21,204.19,203.14,200.69,198.75,197.04,194.21,185.2
2018-01-02,0,134.88,111.58,132.43,182.45,88.06,108.31,168.08,312.05,356.94,283.02,260.83,262.17,257.26,253.84,267.83,283.24,310.19,315.55,335.42,305.8,260.09,189.52,158.56,141.21
2018-01-03,0,134.81,10.27,0.15,-44.59,-68.56,-34.54,73.69,200.76,205.23,206.34,208.35,212.3,217.58,219.52,222.27,227.11,230.39,232.84,229.12,224.43,218.62,215.35,209.39,203.29
2018-01-04,0,201.36,199.35,197.04,197.19,198.01,128.86,148.58,250.04,301.11,312.42,279.52,268.13,264.49,262.77,266.72,312.95,316.59,382.84,371.9,347.86,309.45,276.1,241.86,208.8
2018-01-05,0,44.37,-7.0,197.29,197.29,200.12,205.93,185.98,226.63,269.51,270.25,289.98,293.33,310.38,315.74,315.52,350.66,355.65,419.53,427.49,401.43,315.37,297.06,267.87,262.36
2018-01-06,0,219.28,212.58,209.83,208.49,201.64,213.7,223.38,233.51,254.58,306.11,321.37,321.44,321.22,297.54,268.35,259.94,301.71,326.95,326.66,261.28,231.27,228.74,223.23,216.16
2018-01-07,1,162.87,119.0,119.08,194.81,198.09,202.11,204.27,206.21,207.99,210.97,214.4,215.59,215.67,210.53,210.68,199.21,202.63,229.96,255.73,240.76,223.11,215.52,221.1,201.14
2018-01-08,0,140.82,112.82,178.13,189.75,171.95,127.34,223.63,319.7,334.74,317.02,312.63,309.35,319.48,319.48,304.66,305.1,295.57,299.82,282.91,237.71,208.66,184.54,212.17,209.19
2018-01-09,0,202.32,164.57,72.9,37.16,68.81,109.17,209.77,240.97,242.23,240.22,239.26,240.67,238.59,236.8,234.34,233.82,240.15,244.77,241.56,234.56,227.79,224.51,217.66,212.67
2018-01-10,0,214.98,210.74,208.13,200.39,198.3,230.17,259.66,327.72,357.28,357.28,357.73,355.79,350.66,328.76,342.32,348.72,364.13,386.47,392.36,365.62,297.86,266.66,247.52,252.14
2018-01-11,0,230.92,223.62,222.36,223.17,230.47,247.52,309.03,382.53,414.4,410.38,410.53,406.36,393.63,349.02,371.66,389.31,408.15,419.84,417.75,300.47,297.57,253.26,298.61,223.84
2018-01-12,0,223.38,219.06,217.42,217.27,220.4,232.46,247.36,329.04,350.56,330.23,324.42,323.45,294.71,280.19,273.49,262.1,294.56,305.66,286.52,246.54,235.0,234.18,226.06,219.95
2018-01-13,0,224.56,220.68,217.18,215.47,214.43,215.84,218.6,225.53,229.77,234.69,236.92,237.52,237.44,237.22,233.79,233.35,252.64,282.73,273.42,238.86,227.83,221.95,218.52,214.5
2018-01-14,1,173.19,184.81,185.86,193.6,188.54,199.41,211.18,212.67,214.76,219.08,221.54,224.44,222.06,219.3,223.03,233.31,247.83,253.12,242.1,233.75,227.57,221.16,218.48,214.68
2018-01-15,0,172.45,178.93,172.07,151.14,169.91,187.49,250.66,240.98,249.54,242.62,234.94,225.71,219.23,218.18,219.15,209.17,185.41,223.55,208.87,134.68,101.23,79.63,74.57,-8.64
2018-01-16,0,-71.59,-49.32,-17.36,-36.65,-0.6,78.89,206.5,289.93,313.85,260.96,245.24,245.61,245.01,245.09,245.01,251.64,275.18,314.22,330.31,253.21,259.32,228.85,224.23,183.41
2018-01-17,0,209.63,206.72,205.08,204.64,207.92,205.76,237.94,297.98,334.86,316.53,297.09,290.46,258.87,242.41,241.21,246.65,283.38,289.79,286.36,255.22,232.42,227.73,222.89,218.49
