,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1096,262.4492043979318,211.5442278287357,224.87696536650694,209.5875995379995,221.8275489671806,212.61820072434404,162.45939910806783,214.5579485511862,317.0289806258121,332.83995097892284,319.8092976574545,322.55057679215616,320.4841931652685,287.15777236051207,287.21656665709327,319.8645839908649,323.94760619358425,346.12405442630615,356.09436226445433,339.47813750203545,334.848055595306,309.8299883866299,311.565837602377,250.33216762351228
1097,243.1919194192797,174.44413887180713,108.02755481441261,107.64301318831394,106.14625276945156,118.3231859073345,154.21196676264327,229.77518742400866,214.8710418020664,154.1872975470018,199.91564598668356,221.57674325474352,224.90642715979303,237.41894536197088,228.6251773645148,204.56968937431725,224.80716350141827,210.02001130626164,179.7216699939619,164.49944899889888,132.11602475407003,58.102672417407405,138.81744957363367,67.33687459481942
1098,20.995206288601764,-42.29809962485268,-82.26007522438704,-8.465592425425541,-3.460291045875863,79.54428548712434,136.5328154150184,290.67749557797356,423.9975158067793,447.4542597904787,390.34386854003,365.5333188164528,342.41134487433584,324.28703109052066,316.34119793766985,320.3686895932379,331.249534871713,387.1729205117256,374.5876167178092,330.9836100852966,324.1173548379478,317.84113088349096,279.5120546039062,256.7100590334266
1099,249.36843563991516,256.7872987399318,294.2067243285694,286.29575984729064,301.0538405733254,305.0909962284265,324.92425433523994,390.61289090315756,461.4619524903326,454.0489744157968,432.686393342691,433.70331861655416,416.0489322055251,410.15911047063884,410.95310035482794,425.7737281717861,442.92940437209074,465.1423585222123,437.8909377803212,413.2569669746191,390.9998702027719,379.31481056873554,377.7607154647994,357.9521197715079
1100,350.64847992202266,334.70219639646206,329.71541068866685,323.3206594157545,319.24355516843,306.7701018828642,308.9633373802003,298.32616271329914,299.18676662278625,316.9781187121152,328.77618504482786,327.4066299452344,333.9973523035964,332.8962276380286,333.0835504368039,341.54403513567576,351.54169350718587,354.27005607060084,351.1340870270606,349.4978411493409,346.01131612909097,321.8968059262386,316.0337853831538,204.89875873548328
1101,190.6195049929941,151.89782429447175,146.96289938991714,140.04567738272178,123.3431044198401,125.33471661798905,130.16569484972737,257.33987124294856,317.9910216686011,331.0517540972772,329.715993697484,337.87503396864435,339.72503389531846,336.066962048838,338.1207577380834,349.7035158017764,357.0640647828007,370.7331000853887,396.910952687156,381.6211120807229,371.4607793832021,360.29934614712045,356.5276482603539,330.2115301164234
1102,329.2521832747732,326.4022338822319,324.64622085550747,305.9669457350545,306.8944216085563,338.19807721149556,367.033292779098,455.71635716018255,480.03157269793724,477.8315140359206,442.93244672280895,427.85109843959754,422.0736762492121,415.2175772644507,416.88172257507415,418.5648942669794,430.69586500229946,479.0674845947536,476.229249578098,456.63253236149114,398.3099215339544,381.3271027195686,356.3101365500099,314.77778139128424
1103,325.8756881949919,292.6138420463868,271.1319669577467,261.7921714341731,267.8802518653605,272.02460527371704,275.06309715820174,432.9938701050019,495.8923212361704,482.75829587404235,467.03419877156585,430.12746877458915,396.9607787140195,377.5290369845281,364.05014974610987,339.78860590314724,349.36935747582527,373.8551958901621,361.6239265877129,323.376985805629,269.49797823249844,250.104835402042,176.74977991393288,98.48674251388857
1104,107.28323589165728,98.48852439778108,30.49293381262703,92.7712592355015,109.98287937620495,142.28043853746092,246.6196258173519,390.0716306795334,400.09297218636675,369.0259143008443,379.3620247772212,385.4782781126833,374.615774155555,369.9474543055427,371.8896479852551,367.05041961513444,343.43982345314214,375.44363945621717,372.75086200500203,342.1729155445409,335.9099074645472,317.6735793375166,259.89187757111085,246.67831466703004
1105,228.56677787055452,191.5750612189484,174.19562189457943,197.62126632591009,214.53127546180428,260.8129138367081,323.08869548489173,386.2475140321202,435.89256513748603,416.7632922656925,408.48923260012043,381.6876074761978,370.84697926351345,369.7424987417552,368.8698129236302,389.8333231527407,394.13078080130265,433.10602097401755,427.7347018432106,401.0213690737736,388.2396546993397,374.10119826078835,344.7624674325686,329.03768622258184
1106,329.65874826344384,319.23428146032046,325.9554619605923,323.1017340580066,328.68775520619477,334.8807800527775,378.94297936172643,445.4165011791654,527.9318136806478,547.4591726051283,511.22147110741776,491.67343463172494,450.34441172930997,434.6996790038205,433.8336710250311,444.9559072879622,456.1797852162573,509.2959891540156,503.340710892736,463.8555291320153,436.61094291595634,413.35464281637536,386.78814482046755,317.74473936275706
1107,309.3715637356686,290.7366353122793,280.75955299599195,269.9364322829059,268.6179599678809,265.306228527041,269.6626814158708,332.97342729003606,315.6895663809042,337.76622208484827,355.3552934205111,355.75417798232036,343.18526693334576,339.9704389440706,331.5243739992727,326.61908579858624,347.06675342549676,363.0807396092094,369.6497575295945,373.3726135219415,360.1858381910439,351.43077630726316,347.20246510513374,320.0781172377089
1108,314.2445660733973,297.03286763088573,290.7463294470448,283.0952367262548,279.2151619246651,285.95661196854684,297.95727303141484,297.68660647951316,312.5505172623115,325.4127933942249,331.22539683884,340.90388703304046,340.78168338307114,335.4642867173397,330.1074136274252,333.2236502025668,342.1542513087636,367.6941792994617,366.53791430277346,361.7665526068675,355.6994176693718,349.8390027255374,348.6270949927243,333.1816406930601
1109,321.73322588758344,323.61540266545273,292.4689007324315,248.4201596641118,239.65927513018522,258.75947179771845,372.3973556121673,457.46965158984517,409.9212214694368,469.90605988602033,446.93165658942405,435.9784794281735,432.4098951461876,425.3130186473818,421.6725212218857,411.2088624667886,418.556699548505,430.5470345091137,425.29740580636883,417.4198348219166,362.74683837890365,349.68170140109413,164.3043921121344,132.0573658853494
